jurisdictionId,state,printedPathwayIn,drawnPathwayIn,classification
"al-jefferson-birmingham","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-mobile-mobile","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-madison-huntsville","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"az-maricopa-phoenix","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"az-maricopa-scottsdale","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"az-maricopa-mesa","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"az-maricopa-chandler","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"az-maricopa-tempe","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"az-pima-tucson","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"az-pima-county","AZ","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"ca-los-angeles-la","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-los-angeles-long-beach","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-los-angeles-county","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-san-diego-san-diego","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-san-diego-county","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-orange-anaheim","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-orange-irvine","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-riverside-riverside","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-sacramento-sacramento","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-santa-clara-san-jose","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-alameda-oakland","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-fresno-fresno","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"co-denver-denver","CO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"co-jefferson-lakewood","CO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"co-boulder-boulder","CO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-miami-dade-miami","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-broward-fort-lauderdale","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-palm-beach-west-palm-beach","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-hillsborough-tampa","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-orange-orlando","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-duval-jacksonville","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ga-fulton-atlanta","GA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ga-gwinnett-county","GA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-cook-chicago","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-cook-county","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-madison-granite-city","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-madison-county","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-madison-edwardsville","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-st-clair-belleville","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-sangamon-springfield","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-winnebago-rockford","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-kane-aurora","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-dupage-naperville","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"il-state","IL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nv-clark-las-vegas","NV","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"nv-clark-henderson","NV","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"nv-clark-north-las-vegas","NV","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"nv-washoe-reno","NV","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"nj-bergen-county","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nj-essex-newark","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nj-middlesex-county","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-new-york-nyc","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-suffolk-county","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-westchester-county","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nc-mecklenburg-charlotte","NC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nc-wake-raleigh","NC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"tx-harris-houston","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-dallas-dallas","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-travis-austin","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-bexar-san-antonio","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-tarrant-fort-worth","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-collin-plano","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"va-fairfax-county","VA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"va-arlington-county","VA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"va-richmond-richmond","VA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wa-king-seattle","WA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wa-king-county","WA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wa-pierce-tacoma","WA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ma-suffolk-boston","MA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ma-middlesex-cambridge","MA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"md-prince-georges-county","MD","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"md-baltimore-baltimore","MD","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mn-ramsey-saint-paul","MN","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"or-multnomah-portland","OR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"or-washington-hillsboro","OR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"sc-charleston-charleston","SC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"sc-richland-columbia","SC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ut-salt-lake-salt-lake-city","UT","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"ut-utah-provo","UT","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"hi-honolulu-honolulu","HI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"hi-maui-kahului","HI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"hi-hawaii-hilo","HI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"id-ada-boise","ID","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"id-bonneville-idaho-falls","ID","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"id-canyon-nampa","ID","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nm-bernalillo-albuquerque","NM","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"nm-santa-fe-santa-fe","NM","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"nm-dona-ana-las-cruces","NM","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"la-orleans-new-orleans","LA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"la-east-baton-rouge-baton-rouge","LA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ky-jefferson-louisville","KY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wi-milwaukee-milwaukee","WI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wi-dane-madison","WI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mo-st-louis-st-louis","MO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ks-sedgwick-wichita","KS","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ok-oklahoma-oklahoma-city","OK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ok-tulsa-tulsa","OK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-pulaski-little-rock","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ms-hinds-jackson","MS","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ia-polk-des-moines","IA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ne-douglas-omaha","NE","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"sd-minnehaha-sioux-falls","SD","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nd-cass-fargo","ND","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mt-yellowstone-billings","MT","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wy-laramie-cheyenne","WY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-anchorage-anchorage","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ri-providence-providence","RI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nh-hillsborough-manchester","NH","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"vt-chittenden-burlington","VT","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"me-cumberland-portland","ME","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"de-new-castle-wilmington","DE","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"wv-kanawha-charleston","WV","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"dc-dc-washington","DC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-san-bernardino-san-bernardino","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-san-bernardino-county","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-riverside-county","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-kern-bakersfield","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-san-joaquin-stockton","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-stanislaus-modesto","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-san-diego-chula-vista","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-contra-costa-county","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ca-ventura-county","CA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"tx-collin-mckinney","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-denton-county","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-travis-round-rock","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-el-paso-el-paso","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"tx-nueces-corpus-christi","TX","36","18","DIFFERENT_VALUE_DIFFERENT_SOURCE"
"fl-pinellas-st-pete","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-pinellas-clearwater","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-miami-dade-county","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-broward-pembroke-pines","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-lee-cape-coral","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-volusia-daytona-beach","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"fl-seminole-county","FL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nc-guilford-greensboro","NC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nc-forsyth-winston-salem","NC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nc-durham-durham","NC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nc-buncombe-asheville","NC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ga-dekalb-county","GA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ga-cobb-county","GA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ga-chatham-savannah","GA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ga-richmond-augusta","GA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"sc-greenville-greenville","SC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"sc-horry-myrtle-beach","SC","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nj-hudson-jersey-city","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nj-monmouth-county","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nj-ocean-county","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"nj-camden-county","NJ","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-erie-buffalo","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-nassau-county","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-albany-albany","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ny-monroe-rochester","NY","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mi-wayne-detroit","MI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mi-kent-grand-rapids","MI","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"oh-franklin-columbus","OH","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"oh-cuyahoga-cleveland","OH","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"pa-philadelphia-philadelphia","PA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"pa-allegheny-pittsburgh","PA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mn-hennepin-minneapolis","MN","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"va-virginia-beach-city","VA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"va-chesterfield-county","VA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"co-el-paso-colorado-springs","CO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"co-arapahoe-aurora","CO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"co-jefferson-county","CO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"md-montgomery-county","MD","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"md-anne-arundel-county","MD","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ma-worcester-worcester","MA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ma-essex-lowell","MA","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ct-fairfield-bridgeport","CT","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ct-hartford-hartford","CT","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"tn-davidson-nashville","TN","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"tn-shelby-memphis","TN","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"in-marion-indianapolis","IN","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"mo-jackson-kansas-city","MO","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-aleutians-east-aleutians-east-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-aleutians-west-aleutians-west-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-anchorage-anchorage-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-bethel-bethel-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-bristol-bay-bristol-bay-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-denali-denali-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-dillingham-dillingham-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-fairbanks-north-star-fairbanks","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-fairbanks-north-star-fairbanks-north-star-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-haines-haines-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-hoonah-angoon-hoonah-angoon-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-juneau-juneau","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-juneau-juneau-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-kenai-peninsula-kenai-peninsula-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-ketchikan-gateway-ketchikan","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-ketchikan-gateway-ketchikan-gateway-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-kodiak-island-kodiak-island-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-lake-and-peninsula-lake-and-peninsula-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-matanuska-susitna-matanuska-susitna-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-matanuska-susitna-wasilla","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-nome-nome-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-north-slope-north-slope-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-northwest-arctic-northwest-arctic-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-petersburg-petersburg-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-prince-of-wales-hyder-prince-of-wales-hyder-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-sitka-sitka","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-sitka-sitka-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-skagway-skagway-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-southeast-fairbanks-southeast-fairbanks-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-valdez-cordova-valdez-cordova-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-wrangell-wrangell-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-yakutat-yakutat-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ak-yukon-koyukuk-yukon-koyukuk-county","AK","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-autauga-prattville","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-autauga-autauga-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-baldwin-baldwin-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-barbour-barbour-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-bibb-bibb-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-blount-blount-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-bullock-bullock-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-butler-butler-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-calhoun-calhoun-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-chambers-chambers-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-cherokee-cherokee-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-chilton-chilton-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-choctaw-choctaw-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-clarke-clarke-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-clay-clay-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-cleburne-cleburne-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-coffee-coffee-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-colbert-colbert-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-conecuh-conecuh-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-coosa-coosa-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-covington-covington-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-crenshaw-crenshaw-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-cullman-cullman-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-dale-dale-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-dallas-dallas-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-dekalb-dekalb-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-elmore-elmore-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-escambia-escambia-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-etowah-gadsden","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-etowah-etowah-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-fayette-fayette-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-franklin-franklin-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-geneva-geneva-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-greene-greene-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-hale-hale-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-henry-henry-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-houston-dothan","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-houston-houston-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-jackson-jackson-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-jefferson-hoover","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-jefferson-jefferson-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-jefferson-vestavia-hills","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-jeffersonshelby-hoover","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lamar-lamar-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lauderdale-florence","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lauderdale-lauderdale-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lawrence-lawrence-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lee-auburn","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lee-opelika","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lee-lee-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-limestone-limestone-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-lowndes-lowndes-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-macon-macon-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-madison-madison","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-madison-madison-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-marengo-marengo-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-marion-marion-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-marshall-marshall-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-mobile-mobile-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-monroe-monroe-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-montgomery-montgomery","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-montgomery-montgomery-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-morgan-decatur","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-morgan-morgan-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-perry-perry-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-pickens-pickens-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-pike-pike-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-randolph-randolph-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-russell-phenix-city","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-russell-russell-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-shelby-alabaster","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-shelby-shelby-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-st-clair-st-clair-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-sumter-sumter-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-talladega-talladega-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-tallapoosa-tallapoosa-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-tuscaloosa-tuscaloosa","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-tuscaloosa-tuscaloosa-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-walker-walker-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-washington-washington-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-wilcox-wilcox-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"al-winston-winston-county","AL","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-arkansas-arkansas-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-ashley-ashley-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-baxter-baxter-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-benton-bentonville","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-benton-rogers","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-benton-benton-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-boone-boone-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-bradley-bradley-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-calhoun-calhoun-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-carroll-carroll-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-chicot-chicot-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-clark-clark-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-clay-clay-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-cleburne-cleburne-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-cleveland-cleveland-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-columbia-columbia-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-conway-conway-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-craighead-jonesboro","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-craighead-craighead-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-crawford-crawford-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-crittenden-crittenden-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-cross-cross-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
"ar-dallas-dallas-county","AR","36","36","SAME_VALUE_DIFFERENT_SOURCE"
